 5.61486 3.12987 0.418202
 5.61844 3.15098 0.413812
 5.62022 3.11636 0.421038
 5.622 2.9719 0.452575
 5.62378 3.08711 0.42724
 5.62555 3.0755 0.429727
 5.62733 2.87992 0.473875
 5.62909 3.25029 0.393768
 5.63086 3.11315 0.421714
 5.63262 3.00376 0.445421
 5.63438 3.16404 0.411119
 5.63614 3.04759 0.435767
 5.63789 3.26143 0.391581
 5.63964 3.24185 0.39543
 5.64138 3.08875 0.42689
 5.64313 3.12671 0.418864
 5.64487 3.13067 0.418037
 5.64661 3.44847 0.356619
 5.64834 3.7699 0.303672
 5.65007 4.26899 0.236608
 5.6518 4.86015 0.176061
 5.65352 5.1093 0.155439
 5.65525 5.14214 0.152907
 5.65697 5.05388 0.159806
 5.65868 5.00131 0.164062
 5.66039 4.90598 0.172072
 5.66211 4.81841 0.179773
 5.66381 4.73963 0.186996
 5.66552 4.7997 0.181463
 5.66722 4.91343 0.171432
 5.66892 4.9881 0.16515
 5.67062 5.08366 0.157444
 5.67231 5.22771 0.146503
 5.674 5.36085 0.137068
 5.67568 5.49633 0.12809
 5.67737 5.53471 0.125656
 5.67905 5.53457 0.125665
 5.68073 5.58029 0.122825
 5.68241 5.59906 0.121677
 5.68408 5.56069 0.124035
 5.68575 5.54203 0.125197
 5.68742 5.56961 0.123482
 5.68908 5.50394 0.127604
 5.69075 5.51265 0.12705
 5.69241 5.55462 0.124411
 5.69406 5.54062 0.125285
 5.69572 5.52179 0.12647
 5.69737 5.57339 0.123249
 5.69902 5.5215 0.126488
 5.70066 5.52316 0.126383
 5.7023 5.55105 0.124633
 5.70395 5.5703 0.12344
 5.70558 5.51955 0.126612
 5.70722 5.50878 0.127296
 5.70885 5.47552 0.12943
 5.71048 5.48949 0.128529
 5.71211 5.51389 0.126971
 5.71373 5.47794 0.129274
 5.71536 5.44907 0.131153
 5.71698 5.43931 0.131795
 5.71859 5.4289 0.132483
 5.7202 5.4006 0.134371
 5.72182 5.35121 0.13773
 5.72342 5.38117 0.135682
 5.72503 5.36676 0.136664
 5.72663 5.37675 0.135982
 5.72823 5.34795 0.137955
 5.72983 5.27929 0.142773
 5.73143 5.20407 0.148245
 5.73302 5.2309 0.14627
 5.73461 5.28305 0.142505
 5.7362 5.18645 0.149557
 5.73779 5.1983 0.148674
 5.73937 5.15066 0.152257
 5.74095 5.19979 0.148562
 5.74253 5.17445 0.150457
 5.74411 5.15879 0.15164
 5.74568 5.10152 0.156044
 5.74725 5.12778 0.15401
 5.74882 5.1106 0.155338
 5.75039 5.13451 0.153492
 5.75195 5.04123 0.160821
 5.75351 5.17456 0.150448
 5.75507 5.05169 0.159982
 5.75662 5.11528 0.154975
 5.75818 5.09534 0.156528
 5.75973 5.12015 0.154598
 5.76128 5.10558 0.155728
 5.76282 5.16273 0.151341
 5.76437 5.17261 0.150595
 5.76591 5.11593 0.154925
 5.76745 5.16439 0.151216
 5.76899 5.12768 0.154017
 5.77052 5.14267 0.152867
 5.77205 5.0869 0.15719
 5.77358 5.15577 0.151869
 5.77511 5.12756 0.154026
 5.77664 5.13398 0.153533
 5.77816 5.20427 0.148231
 5.77968 5.10777 0.155558
 5.7812 5.17884 0.150127
 5.78271 5.11972 0.154631
 5.78423 5.13387 0.153541
 5.78574 5.09766 0.156346
 5.78725 5.10799 0.155541
 5.78876 5.1956 0.148875
 5.79026 5.09268 0.156736
 5.79176 5.1984 0.148665
 5.79326 5.11441 0.155042
 5.79476 5.06249 0.159119
 5.79626 5.06101 0.159237
 5.79775 5.08017 0.157719
 5.79924 5.11832 0.15474
 5.80073 5.13078 0.153779
 5.80222 5.12209 0.154449
 5.8037 5.10086 0.156096
 5.80518 5.04286 0.160689
 5.80666 5.09656 0.156433
 5.80814 5.04345 0.160642
 5.80962 5.0383 0.161056
 5.81109 5.07871 0.157834
 5.81256 5.02711 0.161959
 5.81403 5.0481 0.160269
