 234.639 302.285
 235.131 320.968
 235.623 281.183
 236.115 278.226
 236.607 337.365
 237.098 322.177
 237.59 289.247
 238.082 288.978
 238.574 262.097
 239.066 266.801
 239.557 259.14
 240.049 246.237
 240.541 269.892
 241.033 232.527
 241.525 287.635
 242.016 266.129
 242.508 284.677
 243 295.565
 243.492 277.554
 243.984 260.349
 244.475 252.823
 244.967 285.887
 245.459 263.71
 245.951 251.747
 246.443 276.344
 246.934 238.71
 247.426 237.634
 247.918 245.968
 248.41 299.866
 248.902 256.989
 249.393 251.613
 249.885 232.527
 250.377 279.032
 250.869 257.258
 251.361 252.957
 251.852 257.392
 252.344 249.866
 252.836 242.742
 253.328 224.462
 253.82 235.618
 254.311 226.613
 254.803 214.919
 255.295 225.538
 255.787 197.177
 256.279 254.301
 256.771 209.274
 257.262 244.758
 257.754 180.914
 258.246 225.269
 258.738 189.651
 259.229 249.866
 259.721 253.898
 260.213 208.602
 260.705 191.935
 261.197 194.624
 261.688 204.032
 262.18 187.903
 262.672 210.887
 263.164 176.21
 263.656 215.322
 264.148 210.349
 264.639 168.683
 265.131 226.882
 265.623 222.984
 266.115 184.409
 266.607 180.78
 267.098 180.107
 267.59 160.753
 268.082 204.839
 268.574 204.301
 269.066 216.801
 269.557 197.177
 270.049 165.054
 270.541 171.505
 271.033 232.93
 271.525 175.269
 272.016 177.15
 272.508 180.645
 273 180.914
 273.492 148.253
 273.984 188.306
 274.475 170.161
 275.459 173.79
 275.951 167.876
 276.443 145.296
 276.934 163.038
 277.426 161.156
 277.918 132.527
 278.41 191.935
 278.902 167.339
 279.393 150
 279.885 176.075
 280.377 156.72
 280.869 194.086
 281.361 190.323
 281.852 163.306
 282.344 169.624
 282.836 170.296
 283.328 234.005
 283.82 322.715
 284.312 531.586
 284.803 960.081
 285.295 1231.72
 285.787 1272.85
 286.279 1165.32
 286.771 1105.64
 287.262 1005.11
 287.754 920.833
 288.246 851.075
 288.738 903.764
 289.229 1012.63
 289.721 1091.13
 290.213 1200.54
 290.705 1386.56
 291.197 1584.01
 291.688 1813.84
 292.18 1884.81
 292.672 1884.54
 293.164 1972.71
 293.656 2010.08
 294.148 1934.41
 294.639 1898.66
 295.131 1951.75
 295.623 1827.69
 296.115 1843.68
 296.607 1922.71
 297.098 1895.97
 297.59 1860.62
 298.082 1959.14
 298.574 1860.08
 299.066 1863.17
 299.557 1915.86
 300.049 1953.09
 300.541 1856.45
 301.033 1836.56
 301.525 1776.48
 302.016 1801.48
 302.508 1845.97
 303 1780.78
 303.492 1730.11
 303.984 1713.31
 304.475 1695.56
 304.967 1648.25
 305.459 1568.82
 305.951 1616.53
 306.443 1593.41
 306.934 1609.41
 307.426 1563.71
 307.918 1459.95
 308.41 1354.17
 308.902 1390.99
 309.393 1465.46
 309.885 1330.51
 310.377 1346.37
 310.869 1283.74
 311.361 1348.39
 311.853 1314.65
 312.344 1294.22
 312.836 1222.18
 313.328 1254.7
 313.82 1233.33
 314.312 1263.17
 314.803 1150.67
 315.295 1314.79
 315.787 1162.77
 316.279 1239.11
 316.771 1214.65
 317.262 1245.16
 317.754 1227.15
 318.246 1299.33
 318.738 1312.23
 319.229 1239.92
 319.721 1301.48
 320.213 1254.57
 320.705 1273.52
 321.197 1204.44
 321.688 1290.32
 322.18 1254.43
 322.672 1262.5
 323.164 1354.44
 323.656 1229.84
 324.148 1320.43
 324.639 1244.62
 325.131 1262.37
 325.623 1217.47
 326.115 1230.11
 326.607 1342.74
 327.098 1211.42
 327.59 1346.51
 328.082 1238.04
 328.574 1175.4
 329.066 1173.66
 329.557 1196.37
 330.049 1242.88
 330.541 1258.47
 331.033 1247.58
 331.525 1221.37
 332.016 1152.55
 332.508 1216.13
 333 1153.23
 333.492 1147.31
 333.984 1194.62
 334.475 1134.54
 334.967 1158.6
